gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene24952	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24953	40	76	46	86	57	27	57	37	65	78	34	35
PH02Gene24954	172	386	225	519	273	225	961	748	833	648	326	420
PH02Gene24955	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24956	229	563	307	575	285	227	331	227	301	282	118	152
PH02Gene24957	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24958	9	31	15	75	32	23	32	20	30	68	27	35
PH02Gene24959	35	119	59	172	65	65	100	84	114	145	66	92
PH02Gene24960	17	38	19	34	15	11	23	18	19	12	0	7
PH02Gene24961	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24962	71	184	92	150	71	62	312	192	204	254	100	144
PH02Gene24963	155	431	249	397	242	172	253	182	186	254	124	140
PH02Gene24964	6	10	4	3	3	2	0	0	0	0	0	0
PH02Gene24965	14	25	6	15	14	8	16	14	14	26	10	12
PH02Gene24966	75	217	89	90	54	35	153	128	151	135	78	59
PH02Gene24967	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24968	66	136	65	151	83	78	92	59	85	117	46	55
PH02Gene24969	74	208	110	162	100	56	137	101	137	300	129	174
PH02Gene24970	285	698	355	605	278	246	421	327	351	578	230	331
PH02Gene24971	704	1690	847	1309	635	570	890	711	810	901	376	553
PH02Gene24972	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24973	143	468	192	284	108	90	206	144	165	135	50	71
PH02Gene24974	0	0	0	14	4	3	12	11	20	9	7	5
PH02Gene24975	378	991	476	884	516	444	635	448	510	1128	510	633
PH02Gene24976	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24977	4	10	7	9	3	5	7	3	2	11	3	1
PH02Gene24978	222	700	355	751	429	343	1119	720	910	2030	906	1038
PH02Gene24979	654	1706	822	1438	707	604	2094	1639	1975	3453	1545	1842
PH02Gene24980	0	0	0	1	0	0	1	2	1	0	0	0
PH02Gene24981	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24982	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24983	7	20	14	30	13	8	11	19	18	114	55	65
PH02Gene24984	7	9	7	13	5	5	2	5	1	2	1	1
PH02Gene24985	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24986	0	3	3	2	2	0	2	0	3	112	68	61
PH02Gene24987	202	527	259	444	247	198	275	197	212	425	181	249
PH02Gene24988	654	1889	945	1698	912	721	810	570	718	1019	494	606
PH02Gene24989	112	316	121	316	158	133	315	218	331	1109	461	697
PH02Gene24990	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24991	42	170	64	175	72	60	187	125	180	417	158	217
PH02Gene24992	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24993	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene24994	9	3	4	1	1	5	0	1	1	3	0	2
PH02Gene24995	2874	7419	3732	5486	2955	2424	3117	2214	2682	2203	951	1199
PH02Gene24996	9	39	18	24	7	9	4	5	4	14	6	12
PH02Gene24997	177	494	290	463	250	170	305	219	274	340	202	200
PH02Gene24998	2	6	0	0	0	0	0	0	0	0	1	2
PH02Gene24999	14	56	18	40	14	11	9	14	8	13	7	10
PH02Gene25000	18	46	18	30	9	5	60	33	54	83	37	45
PH02Gene25001	0	0	0	0	1	0	0	3	0	0	0	0
PH02Gene25002	1	6	3	9	7	1	5	6	4	7	4	7
PH02Gene25003	52	108	52	87	66	32	99	74	87	109	57	85
PH02Gene25004	10	18	9	44	14	12	72	73	69	142	67	77
PH02Gene25005	1	6	1	4	0	1	0	0	0	0	0	0
PH02Gene25006	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25007	1	0	3	1	0	3	0	0	0	0	0	2
PH02Gene25008	612	1575	756	1484	758	625	715	506	698	855	349	459
PH02Gene25009	212	617	309	531	300	200	197	146	192	121	68	80
PH02Gene25010	3	17	5	4	0	2	5	0	6	0	0	0
PH02Gene25011	521	1333	622	1106	574	453	707	546	647	928	467	522
PH02Gene25012	2	12	0	10	6	4	4	4	8	10	12	10
PH02Gene25013	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25014	200	495	244	478	244	187	179	148	154	259	102	147
PH02Gene25015	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25016	5174	13705	6722	15992	8527	6757	11511	8235	10397	22737	10001	12685
PH02Gene25017	259	678	337	415	255	187	301	214	282	305	155	153
PH02Gene25018	199	613	287	599	270	209	213	148	212	185	75	107
PH02Gene25019	0	0	1	0	2	0	0	0	0	9	0	4
PH02Gene25020	0	0	0	0	0	0	0	0	0	6	0	2
PH02Gene25021	1611	4402	2316	3695	1889	1474	2334	1641	1944	2349	1022	1322
PH02Gene25022	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25023	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25024	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25025	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25026	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25027	49	148	61	125	79	46	76	67	46	112	78	65
PH02Gene25028	3	9	9	1	2	0	1	1	2	0	0	0
PH02Gene25029	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25030	2	11	5	15	20	12	15	13	16	14	12	14
PH02Gene25031	287	855	398	382	226	180	215	179	168	50	19	33
PH02Gene25032	0	0	0	1	5	0	0	0	0	0	0	0
PH02Gene25033	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25034	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25035	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25036	10	9	4	10	11	3	35	19	27	322	142	169
PH02Gene25037	224	650	339	413	214	159	435	293	418	525	215	241
PH02Gene25038	0	0	0	0	0	0	3	0	0	0	0	0
PH02Gene25039	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25040	8	31	20	50	27	19	24	45	21	31	9	21
PH02Gene25041	2966	7753	3927	7405	3958	3298	5623	4112	4906	8268	3701	4701
PH02Gene25042	20	69	16	75	38	23	18	23	13	43	19	23
PH02Gene25043	110	274	146	259	172	116	252	176	223	942	400	465
PH02Gene25044	106	293	128	174	97	83	60	40	62	23	11	17
PH02Gene25045	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25046	28	35	25	75	21	18	66	33	48	129	58	71
PH02Gene25047	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25048	267	745	375	714	359	296	551	432	481	1016	398	565
PH02Gene25049	40	112	39	84	36	43	73	54	56	73	29	40
PH02Gene25050	631	1460	806	1312	670	540	728	554	661	811	372	438
PH02Gene25051	0	0	0	0	0	0	0	0	0	0	1	2
PH02Gene25052	33	65	52	39	45	26	108	79	98	146	60	80
PH02Gene25053	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25054	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25055	333	974	477	871	404	319	559	485	560	638	275	328
PH02Gene25056	12	31	8	7	4	7	3	0	8	4	5	1
PH02Gene25057	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25058	823	2287	1154	2329	1221	949	1820	1267	1654	1846	764	1024
PH02Gene25059	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25060	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25061	7	11	3	13	9	10	13	14	9	16	13	11
PH02Gene25062	20	34	18	30	19	17	20	13	13	20	20	22
PH02Gene25063	135	436	182	237	156	116	125	99	112	91	46	34
PH02Gene25064	6399	17484	8599	11289	5937	4736	7991	5743	6826	5770	2466	3161
PH02Gene25065	80	187	105	182	101	87	71	46	48	46	27	43
PH02Gene25066	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25067	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25068	9	32	13	19	5	3	14	4	13	6	3	6
PH02Gene25069	95	254	134	165	102	80	95	69	78	71	24	48
PH02Gene25070	211	545	320	418	205	218	181	144	179	154	69	78
PH02Gene25071	9	42	14	22	10	14	9	15	11	4	0	5
PH02Gene25072	30	77	33	50	18	14	8	5	11	18	10	15
PH02Gene25073	480	1107	506	798	379	306	363	310	338	312	136	162
PH02Gene25074	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25075	20	54	24	82	45	53	72	54	69	44	23	31
PH02Gene25076	123	403	163	268	175	153	210	131	144	58	29	41
PH02Gene25077	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25078	377	1081	517	889	451	354	545	383	408	276	145	185
PH02Gene25079	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25080	0	0	0	1	4	2	0	0	0	2	1	0
PH02Gene25081	250	659	349	721	400	284	208	135	197	51	17	22
PH02Gene25082	131	339	201	397	190	167	321	253	266	546	244	275
PH02Gene25083	61	164	66	61	27	22	342	262	283	347	152	162
PH02Gene25084	167	456	247	409	208	165	335	282	306	551	264	378
PH02Gene25085	70	190	111	255	137	96	126	101	140	315	116	198
PH02Gene25086	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25087	496	1311	734	1077	695	463	571	398	461	376	159	198
PH02Gene25088	20	79	32	59	56	28	34	14	31	63	18	35
PH02Gene25089	74	148	63	114	65	55	115	56	98	76	55	76
PH02Gene25090	76	185	127	148	83	93	60	48	57	51	22	22
PH02Gene25091	61	231	116	189	94	85	147	119	130	220	104	110
PH02Gene25092	2	5	1	5	0	1	2	0	1	0	0	0
PH02Gene25093	0	0	0	0	0	0	0	0	0	125	62	85
PH02Gene25094	1437	3985	1848	4535	2477	1905	3295	2357	3001	6652	2910	3788
PH02Gene25095	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25096	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25097	44	93	38	302	168	132	796	528	649	4244	1859	2380
PH02Gene25098	52	115	50	136	91	73	56	49	52	261	112	147
PH02Gene25099	117	421	202	346	207	169	256	168	173	152	63	81
PH02Gene25100	145	440	223	613	288	286	533	405	454	2318	1034	1269
PH02Gene25101	136	399	193	309	186	130	315	270	287	460	233	275
PH02Gene25102	39	72	35	31	14	16	48	41	49	51	17	20
PH02Gene25103	497	1369	642	915	467	357	642	460	544	594	248	331
PH02Gene25104	150	371	185	305	176	141	188	187	234	387	191	244
PH02Gene25105	0	0	0	0	0	0	1	0	0	0	0	0
PH02Gene25106	0	0	0	0	0	0	1	0	0	0	0	2
PH02Gene25107	545	1514	831	1343	738	603	1419	987	1175	1827	842	1051
PH02Gene25108	189	548	244	505	247	229	255	196	251	468	192	284
PH02Gene25109	114	277	186	276	130	118	254	210	274	409	156	232
PH02Gene25110	335	1008	433	1016	589	462	811	673	755	1693	681	915
PH02Gene25111	0	0	0	0	0	0	0	0	2	1	0	0
PH02Gene25112	317	839	460	876	438	380	640	544	577	1086	523	571
PH02Gene25113	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25114	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25115	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25116	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25117	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25118	0	0	0	2	0	0	11	7	4	1	1	0
PH02Gene25119	0	0	0	0	0	0	0	0	0	18	10	5
PH02Gene25120	0	0	0	0	0	0	3	8	7	0	3	0
PH02Gene25121	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25122	1	0	4	6	3	5	217	187	204	131	67	78
PH02Gene25123	394	1038	467	890	497	399	586	438	535	749	381	408
PH02Gene25124	9	16	12	19	5	5	27	23	18	37	12	18
PH02Gene25125	804	2327	1107	2260	1245	980	1297	1000	1257	1654	718	959
PH02Gene25126	462	1376	648	985	497	425	1154	787	990	994	432	506
PH02Gene25127	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25128	238	548	301	575	287	255	536	355	436	641	298	316
PH02Gene25129	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25130	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25131	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25132	416	1369	627	1112	576	492	618	415	479	731	327	454
PH02Gene25133	0	1	0	0	0	0	0	0	0	0	1	2
PH02Gene25134	507	1257	621	1366	732	597	910	585	822	1172	488	661
PH02Gene25135	307	788	387	745	347	320	793	590	716	1201	555	700
PH02Gene25136	4	8	6	6	7	1	1	1	5	21	1	3
PH02Gene25137	1435	3885	1742	2539	1486	1144	1094	792	902	438	227	250
PH02Gene25138	1	4	0	1	0	0	0	0	0	0	0	0
PH02Gene25139	321	875	419	668	352	261	492	364	408	539	208	242
PH02Gene25140	192	276	134	271	117	111	96	49	159	19	8	10
PH02Gene25141	62	154	91	157	148	49	29	22	22	9	7	5
PH02Gene25142	8	49	17	14	21	10	21	16	18	14	5	11
PH02Gene25143	1514	4072	2028	3359	1798	1463	3215	2387	2818	4461	1975	2572
PH02Gene25144	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25145	197	493	282	348	182	139	113	90	113	70	34	32
PH02Gene25146	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25147	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25148	8	19	13	16	6	5	9	6	16	15	7	8
PH02Gene25149	353	978	420	995	615	457	1530	1064	1298	2538	1098	1454
PH02Gene25150	2	16	6	7	9	2	6	8	1	4	2	5
PH02Gene25151	7	15	12	23	15	12	14	7	6	3	0	3
PH02Gene25152	6	15	4	23	8	8	5	4	7	1	0	0
PH02Gene25153	1	1	0	3	4	5	0	0	0	0	0	1
PH02Gene25154	68	200	83	152	69	67	87	55	67	66	36	35
PH02Gene25155	0	5	0	3	1	2	0	2	0	3	0	0
PH02Gene25156	0	0	0	0	0	0	0	0	3	0	0	0
PH02Gene25157	0	0	0	0	2	0	5	3	8	0	0	1
PH02Gene25158	17	26	19	22	13	7	9	10	14	20	5	20
PH02Gene25159	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25160	619	1742	851	1412	711	626	807	605	749	961	396	547
PH02Gene25161	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25162	360	923	464	982	455	374	1114	772	887	2051	932	1112
PH02Gene25163	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25164	504	1326	685	1207	616	528	661	495	590	695	261	386
PH02Gene25165	417	1009	518	1108	538	510	950	661	831	1625	609	871
PH02Gene25166	1	3	4	5	2	1	4	5	0	1	0	1
PH02Gene25167	161	442	221	323	154	136	114	82	99	112	46	70
PH02Gene25168	13	33	18	32	11	13	17	21	11	437	149	233
PH02Gene25169	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25170	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25171	0	2	4	0	0	1	0	0	0	0	1	1
PH02Gene25172	17	78	31	111	68	32	208	131	178	392	177	201
PH02Gene25173	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25174	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25175	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25176	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25177	369	1191	558	1359	723	558	1157	847	1022	2584	1096	1514
PH02Gene25178	30	69	31	41	26	20	74	64	55	136	88	108
PH02Gene25179	313	841	425	909	497	381	709	496	617	1277	558	756
PH02Gene25180	17	47	19	36	13	7	11	10	18	18	7	7
PH02Gene25181	188	544	272	453	231	171	277	176	222	310	136	171
PH02Gene25182	0	0	0	0	0	0	0	0	0	3	0	1
PH02Gene25183	997	2711	1411	3056	1611	1368	2328	1781	2087	4655	1967	2616
PH02Gene25184	2053	5704	2736	4379	2308	1936	1699	1184	1560	247	118	154
PH02Gene25185	25	79	43	89	49	44	51	24	20	24	14	29
PH02Gene25186	149	429	232	442	284	167	248	162	190	220	95	116
PH02Gene25187	22	68	31	70	48	18	60	33	54	44	35	43
PH02Gene25188	14	27	9	36	14	7	4	2	5	2	4	1
PH02Gene25189	54	130	69	104	60	34	61	57	55	63	20	38
PH02Gene25190	113	293	135	227	100	78	193	144	183	367	136	215
PH02Gene25191	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25192	166	526	216	474	249	194	298	191	239	521	204	268
PH02Gene25193	108	357	175	177	135	65	147	101	134	119	41	63
PH02Gene25194	80	179	101	156	82	91	206	146	177	704	321	422
PH02Gene25195	2	3	7	2	0	0	1	4	6	4	0	1
PH02Gene25196	128	356	190	385	193	165	315	206	285	300	116	183
PH02Gene25197	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25198	103	276	134	277	154	128	225	155	199	289	116	162
PH02Gene25199	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25200	0	2	1	2	0	0	2	0	0	8	6	3
PH02Gene25201	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25202	90	244	106	265	146	147	299	223	271	393	153	221
PH02Gene25203	309	904	450	983	473	412	1081	676	806	1541	665	888
PH02Gene25204	491	1223	599	1032	513	418	670	458	604	575	234	346
PH02Gene25205	214	573	277	390	177	163	266	193	243	255	118	135
PH02Gene25206	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25207	622	1704	840	1077	549	470	468	431	457	322	139	166
PH02Gene25208	138	324	181	392	268	205	89	94	86	286	119	168
PH02Gene25209	440	1241	612	1146	617	573	823	571	667	1203	604	776
PH02Gene25210	775	2049	1091	1591	902	699	960	723	801	888	378	483
PH02Gene25211	69	166	78	214	112	96	130	93	111	114	37	62
PH02Gene25212	16	78	37	74	31	26	18	16	26	18	8	15
PH02Gene25213	363	998	484	963	489	423	579	460	507	607	258	367
PH02Gene25214	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25215	0	0	0	1	3	1	2	0	0	3	1	5
PH02Gene25216	17	58	15	53	35	15	14	17	18	45	15	23
PH02Gene25217	43	96	56	61	24	26	26	18	31	24	23	13
PH02Gene25218	192	496	284	453	242	212	127	78	120	137	55	77
PH02Gene25219	1	0	0	3	1	0	21	8	7	30	15	21
PH02Gene25220	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25221	227	580	294	657	327	222	380	214	346	397	187	198
PH02Gene25222	67	236	120	122	76	61	217	153	201	149	74	73
PH02Gene25223	274	754	376	871	466	360	622	417	506	889	352	484
PH02Gene25224	293	813	391	743	412	309	421	335	367	401	196	198
PH02Gene25225	159	382	221	392	227	184	334	298	308	637	241	331
PH02Gene25226	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25227	22	72	25	87	46	30	36	22	33	7	2	2
PH02Gene25228	93	246	104	563	254	221	535	384	469	552	255	311
PH02Gene25229	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25230	30	73	36	84	29	22	114	78	94	105	36	68
PH02Gene25231	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25232	0	0	0	0	0	0	0	0	0	1	0	0
PH02Gene25233	0	0	0	0	0	0	2	0	0	5	0	0
PH02Gene25234	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25235	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25236	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25237	0	0	0	0	0	0	5	5	7	0	0	0
PH02Gene25238	169	444	226	395	219	171	171	118	163	186	93	103
PH02Gene25239	4	7	0	11	1	3	5	0	1	7	0	0
PH02Gene25240	0	0	0	0	0	0	0	0	0	12	4	4
PH02Gene25241	1754	4614	2191	4005	1889	1752	2978	2179	2630	3414	1498	2024
PH02Gene25242	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25243	495	1334	714	1186	682	524	673	479	589	749	322	446
PH02Gene25244	598	1524	780	1790	918	694	1262	922	1058	2898	1239	1593
PH02Gene25245	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25246	51	176	71	107	53	42	43	36	33	51	25	33
PH02Gene25247	38	88	32	68	29	33	43	31	22	16	7	10
PH02Gene25248	615	1759	914	1355	710	581	436	335	404	294	153	184
PH02Gene25249	36	125	57	112	88	59	68	59	61	48	21	22
PH02Gene25250	2	10	7	9	1	4	2	2	0	12	2	6
PH02Gene25251	0	0	0	3	1	0	0	0	0	5	0	3
PH02Gene25252	0	9	2	3	0	0	4	3	1	0	0	1
PH02Gene25253	0	0	0	2	0	0	2	1	2	5	0	4
PH02Gene25254	18	54	28	27	24	36	4	4	7	0	0	0
PH02Gene25255	1	20	4	11	7	4	19	11	19	25	18	14
PH02Gene25256	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25257	65	151	80	76	27	38	18	21	13	0	4	1
PH02Gene25258	502	1367	683	1144	578	452	653	503	604	748	362	463
PH02Gene25259	0	0	0	3	1	2	0	1	2	0	0	0
PH02Gene25260	387	1074	522	796	405	302	820	587	668	826	350	486
PH02Gene25261	423	1079	549	960	528	399	740	547	724	1481	689	833
PH02Gene25262	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25263	19	34	12	7	9	3	2	1	0	0	0	2
PH02Gene25264	18	43	22	37	15	13	14	9	14	49	17	18
PH02Gene25265	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25266	2	7	9	10	7	6	4	0	3	4654	2069	2577
PH02Gene25267	0	0	0	0	0	0	0	0	0	1	0	2
PH02Gene25268	234	570	324	523	264	197	436	285	447	884	349	422
PH02Gene25269	1	8	7	22	8	5	29	31	26	66	31	36
PH02Gene25270	16	50	28	59	32	20	35	36	29	22	14	22
PH02Gene25271	11	31	12	51	24	20	23	12	22	27	11	11
PH02Gene25272	26	60	27	39	34	24	24	16	18	18	4	6
PH02Gene25273	77	234	96	163	76	73	54	31	56	13	4	10
PH02Gene25274	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25275	10	9	3	19	10	2	6	5	18	11	3	9
PH02Gene25276	955	2803	1413	2172	1145	935	1653	1235	1503	1948	849	1205
PH02Gene25277	142	366	187	276	137	114	187	162	186	154	70	89
PH02Gene25278	2	11	1	17	9	5	5	3	2	19	10	3
PH02Gene25279	1	2	2	5	0	4	1	2	3	54	23	26
PH02Gene25280	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25281	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25282	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25283	0	0	0	1	0	0	0	2	5	0	0	0
PH02Gene25284	689	1812	852	1352	684	600	758	596	730	591	247	295
PH02Gene25285	36	110	65	161	87	78	106	86	75	150	51	82
PH02Gene25286	113	257	120	358	181	173	482	360	461	1264	558	681
PH02Gene25287	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25288	29	82	40	86	64	36	37	38	23	32	18	16
PH02Gene25289	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25290	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25291	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25292	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25293	555	1324	644	1524	779	651	2740	1917	2275	3037	1269	1750
PH02Gene25294	582	1617	777	1462	850	698	743	571	678	836	331	436
PH02Gene25295	207	566	298	412	207	171	307	221	297	333	164	175
PH02Gene25296	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25297	62	125	57	82	49	47	46	35	43	27	21	15
PH02Gene25298	0	0	0	0	0	0	0	0	0	0	4	0
PH02Gene25299	729	1879	942	1660	970	654	1225	876	1096	1893	772	1050
PH02Gene25300	1330	3856	1884	3913	2063	1587	3438	2497	3102	8929	3907	5049
PH02Gene25301	154	413	180	483	249	215	542	415	549	612	316	404
PH02Gene25302	430	1011	593	859	408	318	403	335	399	308	128	202
PH02Gene25303	842	2254	1108	1556	809	679	938	651	826	714	329	429
PH02Gene25304	28	68	59	87	71	53	174	131	125	323	157	216
PH02Gene25305	5023	13646	6900	9727	5091	4246	5933	4328	5291	4264	1862	2353
PH02Gene25306	57	169	91	121	79	59	103	108	108	155	76	101
PH02Gene25307	664	1794	828	1241	620	514	944	691	894	680	331	437
PH02Gene25308	10	11	12	12	4	5	3	6	12	62	31	38
PH02Gene25309	2	18	3	5	2	5	3	7	6	10	8	6
PH02Gene25310	3437	9172	4586	8422	4478	3455	6348	4526	5275	8541	3742	4613
PH02Gene25311	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25312	127	381	200	367	163	146	219	186	186	291	132	147
PH02Gene25313	55	139	105	143	77	71	102	74	98	96	40	62
PH02Gene25314	2548	6683	3341	5583	3113	2434	5337	3868	4817	5296	2261	2848
PH02Gene25315	1297	3528	1768	3066	1643	1319	2436	1769	2275	2765	1194	1585
PH02Gene25316	704	1985	979	1847	1095	839	1497	1154	1366	965	446	537
PH02Gene25317	305	810	461	699	439	278	402	276	344	495	262	231
PH02Gene25318	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25319	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25320	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25321	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25322	2460	6762	3358	6847	3488	2888	5994	4400	5401	8562	3773	4891
PH02Gene25323	9	37	12	22	4	7	14	5	6	22	5	8
PH02Gene25324	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25325	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25326	199	492	229	471	306	173	782	554	650	340	155	201
PH02Gene25327	314	783	407	613	321	272	393	298	348	352	145	175
PH02Gene25328	1	3	1	0	0	0	0	0	0	0	0	2
PH02Gene25329	250	611	326	583	303	262	432	298	369	653	267	327
PH02Gene25330	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25331	1260	3552	1705	3613	1998	1567	2567	1793	2291	3935	1642	2274
PH02Gene25332	78	268	106	173	102	87	198	147	167	209	80	115
PH02Gene25333	26	67	32	43	29	22	194	137	192	115	65	82
PH02Gene25334	892	2448	1298	1712	910	689	1032	737	854	647	283	383
PH02Gene25335	10	20	11	10	3	5	11	5	7	5	3	4
PH02Gene25336	74	207	103	174	80	79	73	57	66	74	24	65
PH02Gene25337	154	384	171	357	223	155	134	87	107	93	44	56
PH02Gene25338	2	16	11	35	10	10	105	64	84	103	23	74
PH02Gene25339	160	462	238	779	430	365	1268	917	1131	2143	945	1188
PH02Gene25340	157	372	198	318	165	137	185	119	145	146	45	61
PH02Gene25341	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25342	3	1	1	0	0	0	2	3	3	0	0	0
PH02Gene25343	1614	4610	2319	3943	2163	1723	2307	1674	2012	2530	1105	1463
PH02Gene25344	0	1	1	0	0	1	2	0	1	0	0	0
PH02Gene25345	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25346	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25347	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25348	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25349	256	606	305	553	318	226	207	156	185	144	73	85
PH02Gene25350	3810	10271	5128	8318	4368	3394	4448	3118	3794	3265	1421	1821
PH02Gene25351	0	1	0	0	0	0	0	0	0	6	3	0
PH02Gene25352	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25353	4	8	3	8	1	5	49	39	39	38	19	25
PH02Gene25354	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene25355	75	236	114	194	77	73	122	109	116	100	53	58
PH02Gene25356	2268	5937	2986	4426	2349	1926	3706	2609	3273	3844	1787	2139
PH02Gene25357	0	0	0	0	0	0	0	0	0	0	0	0
